Date,equity_net
2022-07-12,153555.3511053219
2022-07-13,153337.3163399599
2022-07-14,152846.12048768986
2022-07-15,150980.57661512741
2022-07-16,150952.4424151274
2022-07-17,150952.4424151274
2022-07-18,154257.2304066203
2022-07-19,152827.7058196331
2022-07-20,159239.41105633858
2022-07-21,157266.95551926614
2022-07-22,153977.23857787292
2022-07-23,153977.23857787292
2022-07-24,153977.23857787292
2022-07-25,150134.9213142107
2022-07-26,144388.9487088552
2022-07-27,145112.78016216814
2022-07-28,150957.65469215694
2022-07-29,155360.06975583106
2022-07-30,155360.06975583106
2022-07-31,155360.06975583106
2022-08-01,154572.0392499293
2022-08-02,153247.10543303838
2022-08-03,156648.07988883887
2022-08-04,159806.09504603397
2022-08-05,157672.5271120122
2022-08-06,157672.5271120122
2022-08-07,157672.5271120122
2022-08-08,157490.08307312665
2022-08-09,157490.08307312665
2022-08-10,155115.0006177962
2022-08-11,158120.74996067234
2022-08-12,155523.3360987265
2022-08-13,155523.3360987265
2022-08-14,155523.3360987265
2022-08-15,155523.3360987265
2022-08-16,153685.93746217823
2022-08-17,152882.87751574354
2022-08-18,148678.9230036661
2022-08-19,151344.18719768315
2022-08-20,151344.18719768315
2022-08-21,151344.18719768315
2022-08-22,154686.6560182973
2022-08-23,146940.78314113233
2022-08-24,143590.13107741508
2022-08-25,140744.18053829734
2022-08-26,141413.7352166227
2022-08-27,141413.7352166227
2022-08-28,141413.7352166227
2022-08-29,133845.99401255493
2022-08-30,133827.90230044935
2022-08-31,133827.90230044935
2022-09-01,126782.01523051235
2022-09-02,123854.33612051059
2022-09-03,123854.33612051059
2022-09-04,123854.33612051059
2022-09-05,122171.75284178514
2022-09-06,121255.15279681887
2022-09-07,124414.44511013324
2022-09-08,121426.23636891102
2022-09-09,127560.12492379523
2022-09-10,127560.12492379523
2022-09-11,127560.12492379523
2022-09-12,130603.39832990705
2022-09-13,127921.10240731992
2022-09-14,113953.05810339197
2022-09-15,109372.50408241848
2022-09-16,102324.20350480854
2022-09-17,102267.93510480854
2022-09-18,102267.93510480854
2022-09-19,104377.25672641504
2022-09-20,99814.04658305357
2022-09-21,99350.72801352286
2022-09-22,98161.46843698344
2022-09-23,101674.48906304444
2022-09-24,101674.48906304444
2022-09-25,101674.48906304444
2022-09-26,107723.32809519999
2022-09-27,112068.80580176835
2022-09-28,112993.35054218936
2022-09-29,111792.10029145297
2022-09-30,109176.1541444506
2022-10-01,109176.1541444506
2022-10-02,109176.1541444506
2022-10-03,111180.87109767765
2022-10-04,114455.51882297528
2022-10-05,114455.51882297528
2022-10-06,116262.36326440454
2022-10-07,114902.07066556283
2022-10-08,114902.07066556283
2022-10-09,114902.07066556283
2022-10-10,121404.95565874499
2022-10-11,116520.68726715306
2022-10-12,118535.47596911399
2022-10-13,123518.8843932411
2022-10-14,123961.37585449203
2022-10-15,123961.37585449203
2022-10-16,123961.37585449203
2022-10-17,124677.87797716739
2022-10-18,122153.47264708164
2022-10-19,121116.48720111864
2022-10-20,124504.12241570032
2022-10-21,121624.95099580247
2022-10-22,121624.95099580247
2022-10-23,121624.95099580247
2022-10-24,119769.17878312521
2022-10-25,118142.85900061936
2022-10-26,118142.85900061936
2022-10-27,116797.1029337882
2022-10-28,121028.09072457596
2022-10-29,121028.09072457596
2022-10-30,121028.09072457596
2022-10-31,120829.81860462177
2022-11-01,124717.34882659576
2022-11-02,126285.59736174071
2022-11-03,123504.36598959607
2022-11-04,124854.7666011097
2022-11-05,124854.7666011097
2022-11-06,124854.7666011097
2022-11-07,121291.99870498785
2022-11-08,121291.99870498785
2022-11-09,121145.10281279802
2022-11-10,119800.90489882386
2022-11-11,124192.69012186323
2022-11-12,124192.69012186323
2022-11-13,124192.69012186323
2022-11-14,125647.21505865171
2022-11-15,124931.59050037134
2022-11-16,123522.3985909895
2022-11-17,122958.18635999097
2022-11-18,124108.5796703115
2022-11-19,124108.5796703115
2022-11-20,124108.5796703115
2022-11-21,122870.56055040994
2022-11-22,123728.57267321675
2022-11-23,122809.05602294198
2022-11-24,122363.98696991813
2022-11-25,123928.0157420488
2022-11-26,123928.0157420488
2022-11-27,123928.0157420488
2022-11-28,128882.98049469652
2022-11-29,128699.23359812157
2022-11-30,128642.09797330393
2022-12-01,125868.43008350565
2022-12-02,126779.48459423905
2022-12-03,126779.48459423905
2022-12-04,126779.48459423905
2022-12-05,129278.2956379815
2022-12-06,130657.65393407537
2022-12-07,131093.1202445504
2022-12-08,131145.76068873168
2022-12-09,136864.80072210764
2022-12-10,136808.53232210764
2022-12-11,136780.39812210764
2022-12-12,136948.3966816194
2022-12-13,137282.92532763793
2022-12-14,136920.77513114345
2022-12-15,135920.62325336054
2022-12-16,135082.2833513268
2022-12-17,135082.2833513268
2022-12-18,135082.2833513268
2022-12-19,134832.92799235327
2022-12-20,136977.66879627435
2022-12-21,138047.76017856874
2022-12-22,139408.44124573134
2022-12-23,138698.30772720522
2022-12-24,138698.30772720522
2022-12-25,138698.30772720522
2022-12-26,136953.62579629675
2022-12-27,136735.77159976013
2022-12-28,136979.66928053237
2022-12-29,136333.440683134
2022-12-30,137720.31786656633
2022-12-31,137720.31786656633
2023-01-01,137720.31786656633
2023-01-02,138765.8053609372
2023-01-03,138099.13728983782
2023-01-04,137463.21374671886
2023-01-05,136576.3348094641
2023-01-06,136315.33874860872
2023-01-07,136315.33874860872
2023-01-08,136315.33874860872
2023-01-09,138499.70323248964
2023-01-10,139445.37577025616
2023-01-11,138076.98242896644
2023-01-12,136409.62131968315
2023-01-13,136429.35648063678
2023-01-14,136401.22228063678
2023-01-15,136401.22228063678
2023-01-16,136783.1716586051
2023-01-17,135539.77277452537
2023-01-18,133240.528496774
2023-01-19,131485.14168624204
2023-01-20,128848.80322778433
2023-01-21,128820.66902778433
2023-01-22,128792.53482778433
2023-01-23,127117.99695791065
2023-01-24,126026.60328183035
2023-01-25,125639.71864377079
2023-01-26,125639.71864377079
2023-01-27,122883.18830509248
2023-01-28,122855.05410509248
2023-01-29,122855.05410509248
2023-01-30,126083.53991862615
2023-01-31,128500.41491506434
2023-02-01,125440.6331281847
2023-02-02,122619.45846411557
2023-02-03,122036.33320143167
2023-02-04,122036.33320143167
2023-02-05,122036.33320143167
2023-02-06,122431.70430545844
2023-02-07,121502.04952118626
2023-02-08,121692.77081178648
2023-02-09,120668.601009676
2023-02-10,119581.77272443386
2023-02-11,119581.77272443386
2023-02-12,119581.77272443386
2023-02-13,122811.59319964639
2023-02-14,124674.45362131801
2023-02-15,127515.31566875221
2023-02-16,125486.86069378274
2023-02-17,129154.3726421262
2023-02-18,129154.3726421262
2023-02-19,129154.3726421262
2023-02-20,127137.48882532644
2023-02-21,130592.1830276908
2023-02-22,129630.08478730825
2023-02-23,127634.64771121973
2023-02-24,130253.8505285485
2023-02-25,130253.8505285485
2023-02-26,130253.8505285485
2023-02-27,136198.79412694855
2023-02-28,136390.23686353018
2023-03-01,134413.46729625232
2023-03-02,136196.49804803627
2023-03-03,137574.54525429365
2023-03-04,137574.54525429365
2023-03-05,137574.54525429365
2023-03-06,138375.23941499402
2023-03-07,138375.23941499402
2023-03-08,137045.07334363327
2023-03-09,135009.25476946068
2023-03-10,133539.15997794687
2023-03-11,133539.15997794687
2023-03-12,133539.15997794687
2023-03-13,132564.6398601406
2023-03-14,133642.00855542195
2023-03-15,134522.28478226098
2023-03-16,133789.97682749422
2023-03-17,131416.3011526137
2023-03-18,131416.3011526137
2023-03-19,131416.3011526137
2023-03-20,129640.1222780963
2023-03-21,129287.03125710302
2023-03-22,130220.1587011931
2023-03-23,128669.09957463258
2023-03-24,129138.1903704707
2023-03-25,129138.1903704707
2023-03-26,129138.1903704707
2023-03-27,131106.66320549994
2023-03-28,131512.96170718258
2023-03-29,131315.11273862963
2023-03-30,131315.11273862963
2023-03-31,136011.70153546214
2023-04-01,136011.70153546214
2023-04-02,136011.70153546214
2023-04-03,133946.83976292418
2023-04-04,133946.83976292418
2023-04-05,131612.05721789293
2023-04-06,130305.62799646478
2023-04-07,130305.62799646478
2023-04-08,130305.62799646478
2023-04-09,130305.62799646478
2023-04-10,130686.72815906953
2023-04-11,127361.9512077075
2023-04-12,129618.81650073128
2023-04-13,128019.89287834424
2023-04-14,128019.89287834424
2023-04-15,128019.89287834424
2023-04-16,128019.89287834424
2023-04-17,123119.27793389706
2023-04-18,122329.5230617359
2023-04-19,118893.99290481786
2023-04-20,116292.30536890625
2023-04-21,117743.98159477909
2023-04-22,117743.98159477909
2023-04-23,117743.98159477909
2023-04-24,115892.32392717876
2023-04-25,115157.44866078603
2023-04-26,113886.71025019343
2023-04-27,114694.74735150131
2023-04-28,112650.88257525707
2023-04-29,112650.88257525707
2023-04-30,112650.88257525707
2023-05-01,112650.88257525707
2023-05-02,116761.74666700805
2023-05-03,116452.26483106504
2023-05-04,116388.37086243895
2023-05-05,117076.48265131551
2023-05-06,117076.48265131551
2023-05-07,117048.34845131551
2023-05-08,117572.29450133341
2023-05-09,119612.4927217328
2023-05-10,118714.69797587406
2023-05-11,119591.02694105687
2023-05-12,118162.3962845123
2023-05-13,118162.3962845123
2023-05-14,118162.3962845123
2023-05-15,118619.61330637903
2023-05-16,120097.3446151961
2023-05-17,118264.40017912442
2023-05-18,118738.55700352251
2023-05-19,122191.26466784142
2023-05-20,122191.26466784142
2023-05-21,122191.26466784142
2023-05-22,125560.37527663441
2023-05-23,125919.33713756426
2023-05-24,126398.53904149716
2023-05-25,125541.3214168119
2023-05-26,127577.74020991288
2023-05-27,127577.74020991288
2023-05-28,127577.74020991288
2023-05-29,126728.55514754384
2023-05-30,127162.26715618672
2023-05-31,124423.90357704596
2023-06-01,125008.64456816092
2023-06-02,123481.98582653671
2023-06-03,123481.98582653671
2023-06-04,123481.98582653671
2023-06-05,125328.88333382865
2023-06-06,122408.43715175144
2023-06-07,122510.81255098598
2023-06-08,122043.91777207312
2023-06-09,119631.3934006982
2023-06-10,119631.3934006982
2023-06-11,119631.3934006982
2023-06-12,124075.15603704461
2023-06-13,123821.42386813762
2023-06-14,123924.79413787505
2023-06-15,121259.89422854573
2023-06-16,120324.60642502597
2023-06-17,120296.47222502597
2023-06-18,120240.20382502596
2023-06-19,121898.29405503804
2023-06-20,122743.58612763394
2023-06-21,122334.56383005055
2023-06-22,120409.88693805298
2023-06-23,117804.31318554722
2023-06-24,117804.31318554722
2023-06-25,117804.31318554722
2023-06-26,118560.597141235
2023-06-27,118753.97424873964
2023-06-28,119116.61192588121
2023-06-29,119116.61192588121
2023-06-30,123849.01031076018
2023-07-01,123849.01031076018
2023-07-02,123849.01031076018
2023-07-03,123974.88799262291
2023-07-04,125874.10252881332
2023-07-05,126949.70854084543
2023-07-06,125854.4276342664
2023-07-07,126608.97306441973
2023-07-08,126608.97306441973
2023-07-09,126608.97306441973
2023-07-10,124361.81786536373
2023-07-11,124236.32558271533
2023-07-12,123027.21745771648
2023-07-13,128581.41582191901
2023-07-14,134102.74104704062
2023-07-15,134102.74104704062
2023-07-16,134074.6068470406
2023-07-17,133119.0602281837
2023-07-18,133102.41034499675
2023-07-19,134514.09829709964
2023-07-20,135900.95632629422
2023-07-21,134332.51881943492
2023-07-22,134332.51881943492
2023-07-23,134332.51881943492
2023-07-24,132835.77463245462
2023-07-25,135667.05493458098
2023-07-26,136103.76845791424
2023-07-27,136143.25697280248
2023-07-28,133939.43652890075
2023-07-29,133939.43652890075
2023-07-30,133939.43652890075
2023-07-31,134321.60956092383
2023-08-01,137039.4130342899
2023-08-02,135686.21710844367
2023-08-03,138544.1406353891
2023-08-04,137840.76903463295
2023-08-05,137840.76903463295
2023-08-06,137840.76903463295
2023-08-07,137681.71329196758
2023-08-08,137864.4289246335
2023-08-09,138446.81309397554
2023-08-10,138852.4552028068
2023-08-11,136159.5483464112
2023-08-12,136131.4141464112
2023-08-13,136131.4141464112
2023-08-14,136490.9905076249
2023-08-15,136490.9905076249
2023-08-16,137527.77163044637
2023-08-17,139755.55799271946
2023-08-18,139698.08507847707
2023-08-19,139698.08507847707
2023-08-20,139698.08507847707
2023-08-21,141045.7273627656
2023-08-22,141153.86884288536
2023-08-23,140157.24320505722
2023-08-24,144995.55169087293
2023-08-25,145322.40008776225
2023-08-26,145322.40008776225
2023-08-27,145322.40008776225
2023-08-28,145614.31951800658
2023-08-29,146159.05011371436
2023-08-30,146460.43533575538
2023-08-31,146844.5901050383
2023-09-01,147504.81063040762
2023-09-02,147504.81063040762
2023-09-03,147504.81063040762
2023-09-04,146884.07912271828
2023-09-05,146159.07556038635
2023-09-06,148321.1892624026
2023-09-07,146217.5492613225
2023-09-08,146396.88553370332
2023-09-09,146396.88553370332
2023-09-10,146396.88553370332
2023-09-11,146832.26307130637
2023-09-12,142100.17142807416
2023-09-13,144438.28589175682
2023-09-14,143688.8740906678
2023-09-15,143703.8152652375
2023-09-16,143647.5468652375
2023-09-17,143647.5468652375
2023-09-18,142443.39188321633
2023-09-19,142443.39188321633
2023-09-20,139081.0058448105
2023-09-21,138620.74336328148
2023-09-22,135701.65171387285
2023-09-23,135701.65171387285
2023-09-24,135673.51751387285
2023-09-25,136010.92173989676
2023-09-26,136506.15607878644
2023-09-27,136631.64750176118
2023-09-28,136458.13294056067
2023-09-29,137119.30674851305
2023-09-30,137119.30674851305
2023-10-01,137119.30674851305
2023-10-02,137119.30674851305
2023-10-03,134225.2134212852
2023-10-04,135520.16813613375
2023-10-05,132311.19604026116
2023-10-06,131651.44217547326
2023-10-07,131651.44217547326
2023-10-08,131651.44217547326
2023-10-09,129717.47809581154
2023-10-10,130831.17324303788
2023-10-11,134361.83248662276
2023-10-12,138233.4196346139
2023-10-13,136609.4246821542
2023-10-14,136609.4246821542
2023-10-15,136609.4246821542
2023-10-16,137677.5112075288
2023-10-17,139994.3587519297
2023-10-18,139118.67664391382
2023-10-19,139255.2094246476
2023-10-20,138178.05768531968
2023-10-21,138178.05768531968
2023-10-22,138178.05768531968
2023-10-23,139537.6117791869
2023-10-24,139537.6117791869
2023-10-25,140690.8266006864
2023-10-26,140282.27598875586
2023-10-27,141606.7853303924
2023-10-28,141550.5169303924
2023-10-29,141550.5169303924
2023-10-30,142198.84344892664
2023-10-31,142385.93219703253
2023-11-01,142525.81067328958
